ID;MACRORREG_OCOR;COD_UF_OCOR;UF_OCOR;COD_MUN_OCOR;MUN_OCOR;DATA_OCOR;SE_OCOR;MES_OCOR;ANO_OCOR;MONITORAMENTO_OCOR
1548;SE;35;SP;355020;SÃO MIGUEL ARCANJO;13/05/2018;20;5;2018;2017/2018
1549;SE;35;SP;355020;SÃO MIGUEL ARCANJO;16/05/2018;20;5;2018;2017/2018
1550;SE;35;SP;351510;EMBU-GUAÇU;18/05/2018;20;5;2018;2017/2018
1551;SE;35;SP;355030;SÃO PAULO;18/05/2018;20;5;2018;2017/2018
1552;SE;31;MG;317070;VARGINHA;25/05/2018;21;5;2018;2017/2018
1553;SE;35;SP;355030;SÃO PAULO;25/05/2018;21;5;2018;2017/2018
1554;SE;35;SP;355030;SÃO PAULO;25/05/2018;21;5;2018;2017/2018
1555;SE;35;SP;355070;SÃO SEBASTIÃO;05/06/2018;23;6;2018;2017/2018
1556;SE;35;SP;355030;SÃO PAULO;08/06/2018;23;6;2018;2017/2018
1557;SE;35;SP;355030;SÃO PAULO;11/06/2018;24;6;2018;2017/2018
1558;SE;35;SP;351050;CARAGUATATUBA;15/06/2018;24;6;2018;2017/2018
1559;SE;35;SP;351050;CARAGUATATUBA;15/06/2018;24;6;2018;2017/2018
1560;SE;35;SP;351970;IBIÚNA;;;;2018;2017/2018
1561;SE;35;SP;351970;IBIÚNA;;;;2018;2017/2018
1562;SE;35;SP;351970;IBIÚNA;;;;2018;2017/2018
1563;SE;35;SP;351970;IBIÚNA;;;;2018;2017/2018
1564;SE;35;SP;351970;IBIÚNA;;;;2018;2017/2018
1565;SE;35;SP;351970;IBIÚNA;;;;2018;2017/2018
1566;SE;35;SP;351970;IBIÚNA;;;;2018;2017/2018
1567;SE;35;SP;351970;IBIÚNA;;;;2018;2017/2018
1568;SE;35;SP;351970;IBIÚNA;;;;2018;2017/2018
1569;SE;35;SP;352590;JUNDIAÍ;;;;2017;2017/2018
1570;SE;35;SP;353760;PERUÍBE;;;;2018;2017/2018
1571;SE;33;RJ;330030;BARRA DO PIRAÍ;17/07/2018;29;7;2018;2018/2019
1572;SE;33;RJ;330040;BARRA MANSA;17/07/2018;29;7;2018;2018/2019
1573;SE;33;RJ;330080;CACHOEIRAS DE MACACU;17/07/2018;29;7;2018;2018/2019
1574;SE;33;RJ;330380;PARATY;17/07/2018;29;7;2018;2018/2019
1575;SE;33;RJ;330455;RIO DE JANEIRO;18/07/2018;29;7;2018;2018/2019
1576;SE;33;RJ;330455;RIO DE JANEIRO;20/07/2018;29;7;2018;2018/2019
1577;SE;35;SP;351050;CARAGUATATUBA;20/07/2018;29;7;2018;2018/2019
1578;SE;35;SP;351050;CARAGUATATUBA;10/08/2018;32;8;2018;2018/2019
1579;SE;35;SP;351050;CARAGUATATUBA;10/08/2018;32;8;2018;2018/2019
1580;SE;35;SP;351050;CARAGUATATUBA;10/08/2018;32;8;2018;2018/2019
1581;SE;35;SP;351050;CARAGUATATUBA;10/08/2018;32;8;2018;2018/2019
1582;SE;35;SP;351050;CARAGUATATUBA;10/08/2018;32;8;2018;2018/2019
1583;SE;35;SP;351050;CARAGUATATUBA;10/08/2018;32;8;2018;2018/2019
1584;SE;35;SP;351050;CARAGUATATUBA;15/08/2018;33;8;2018;2018/2019
1585;CO;51;MT;510340;CUIABÁ;16/08/2018;33;8;2018;2018/2019
1586;SE;35;SP;355030;SÃO PAULO;12/09/2018;37;9;2018;2018/2019
1587;SE;31;MG;317070;VARGINHA;05/10/2018;40;10;2018;2018/2019
1588;SE;35;SP;350050;ÁGUAS DE LINDÓIA;10/11/2018;45;11;2018;2018/2019
1589;N;14;RR;140005;ALTO ALEGRE;17/11/2018;46;11;2018;2018/2019
1590;SE;35;SP;355030;SÃO PAULO;23/11/2018;47;11;2018;2018/2019
1591;CO;51;MT;510340;CUIABÁ;05/12/2018;49;12;2018;2018/2019
1592;SE;33;RJ;330130;CASIMIRO DE ABREU;11/01/2019;2;1;2019;2018/2019
1593;SE;35;SP;353620;PARIQUERA-AÇU;11/01/2019;2;1;2019;2018/2019
1594;SE;35;SP;352240;ITAPEVA;15/01/2019;3;1;2019;2018/2019
1595;SE;35;SP;354260;REGISTRO;21/01/2019;4;1;2019;2018/2019
1596;S;41;PR;410120;ANTONINA;22/01/2019;4;1;2019;2018/2019
1597;SE;35;SP;350535;BARRA DO CHAPÉU;25/01/2019;4;1;2019;2018/2019
1598;SE;35;SP;350535;BARRA DO CHAPÉU;30/01/2019;5;1;2019;2018/2019
1599;SE;35;SP;350535;BARRA DO CHAPÉU;31/01/2019;5;1;2019;2018/2019
1600;N;15;PA;150680;SANTARÉM;01/02/2019;5;2;2019;2018/2019
1601;SE;35;SP;350535;BARRA DO CHAPÉU;01/02/2019;5;2;2019;2018/2019
1602;SE;35;SP;353620;PARIQUERA-AÇU;09/02/2019;6;2;2019;2018/2019
1603;S;41;PR;411620;MORRETES;18/02/2019;8;2;2019;2018/2019
1604;SE;35;SP;350535;BARRA DO CHAPÉU;19/02/2019;8;2;2019;2018/2019
1605;CO;51;MT;510340;CUIABÁ;27/02/2019;9;2;2019;2018/2019
1606;S;41;PR;411820;PARANAGUÁ;01/03/2019;9;3;2019;2018/2019
1607;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;08/03/2019;10;3;2019;2018/2019
1608;CO;51;MT;510340;CUIABÁ;15/03/2019;11;3;2019;2018/2019
1609;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;19/03/2019;12;3;2019;2018/2019
1610;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;19/03/2019;12;3;2019;2018/2019
1611;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;19/03/2019;12;3;2019;2018/2019
1612;S;42;SC;420580;GARUVA;20/03/2019;12;3;2019;2018/2019
1613;SE;35;SP;350950;CAMPINAS;20/03/2019;12;3;2019;2018/2019
1614;S;41;PR;410490;CASTRO;21/03/2019;12;3;2019;2018/2019
1615;S;41;PR;410490;CASTRO;22/03/2019;12;3;2019;2018/2019
1616;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;22/03/2019;12;3;2019;2018/2019
1617;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;23/03/2019;12;3;2019;2018/2019
1618;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;23/03/2019;12;3;2019;2018/2019
1619;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;24/03/2019;13;3;2019;2018/2019
1620;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;24/03/2019;13;3;2019;2018/2019
1621;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;24/03/2019;13;3;2019;2018/2019
1622;S;41;PR;410490;CASTRO;25/03/2019;13;3;2019;2018/2019
1623;S;41;PR;410490;CASTRO;26/03/2019;13;3;2019;2018/2019
1624;S;41;PR;410490;CASTRO;26/03/2019;13;3;2019;2018/2019
1625;S;41;PR;410490;CASTRO;26/03/2019;13;3;2019;2018/2019
1626;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;27/03/2019;13;3;2019;2018/2019
1627;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;27/03/2019;13;3;2019;2018/2019
1628;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;27/03/2019;13;3;2019;2018/2019
1629;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;27/03/2019;13;3;2019;2018/2019
1630;S;41;PR;410490;CASTRO;28/03/2019;13;3;2019;2018/2019
1631;S;41;PR;410490;CASTRO;28/03/2019;13;3;2019;2018/2019
1632;S;41;PR;410490;CASTRO;28/03/2019;13;3;2019;2018/2019
1633;SE;35;SP;355180;SETE BARRAS;28/03/2019;13;3;2019;2018/2019
1634;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;29/03/2019;13;3;2019;2018/2019
1635;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;29/03/2019;13;3;2019;2018/2019
1636;S;41;PR;411200;JAGUARIAÍVA;31/03/2019;14;3;2019;2018/2019
1637;S;41;PR;410490;CASTRO;02/04/2019;14;4;2019;2018/2019
1638;S;41;PR;410490;CASTRO;03/04/2019;14;4;2019;2018/2019
1639;S;41;PR;410490;CASTRO;04/04/2019;14;4;2019;2018/2019
1640;S;41;PR;411050;IPIRANGA;04/04/2019;14;4;2019;2018/2019
1641;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;04/04/2019;14;4;2019;2018/2019
1642;S;41;PR;410490;CASTRO;05/04/2019;14;4;2019;2018/2019
1643;S;41;PR;410490;CASTRO;05/04/2019;14;4;2019;2018/2019
1644;S;41;PR;411200;JAGUARIAÍVA;09/04/2019;15;4;2019;2018/2019
1645;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;10/04/2019;15;4;2019;2018/2019
1646;S;41;PR;410490;CASTRO;11/04/2019;15;4;2019;2018/2019
1647;SE;35;SP;352230;ITAPETININGA;11/04/2019;15;4;2019;2018/2019
1648;SE;35;SP;352230;ITAPETININGA;11/04/2019;15;4;2019;2018/2019
1649;S;41;PR;411200;JAGUARIAÍVA;12/04/2019;15;4;2019;2018/2019
1650;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;12/04/2019;15;4;2019;2018/2019
1651;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;12/04/2019;15;4;2019;2018/2019
1652;S;41;PR;410420;CAMPO LARGO;15/04/2019;16;4;2019;2018/2019
1653;S;41;PR;410490;CASTRO;15/04/2019;16;4;2019;2018/2019
1654;S;41;PR;411200;JAGUARIAÍVA;15/04/2019;16;4;2019;2018/2019
1655;S;41;PR;410490;CASTRO;16/04/2019;16;4;2019;2018/2019
1656;S;41;PR;410420;CAMPO LARGO;17/04/2019;16;4;2019;2018/2019
1657;S;41;PR;410465;CARAMBEÍ;17/04/2019;16;4;2019;2018/2019
1658;S;41;PR;410465;CARAMBEÍ;23/04/2019;17;4;2019;2018/2019
1659;S;41;PR;410490;CASTRO;23/04/2019;17;4;2019;2018/2019
1660;S;41;PR;411200;JAGUARIAÍVA;25/04/2019;17;4;2019;2018/2019
1661;S;41;PR;411200;JAGUARIAÍVA;25/04/2019;17;4;2019;2018/2019
1662;S;41;PR;411200;JAGUARIAÍVA;25/04/2019;17;4;2019;2018/2019
1663;S;41;PR;410465;CARAMBEÍ;26/04/2019;17;4;2019;2018/2019
1664;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;26/04/2019;17;4;2019;2018/2019
1665;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;29/04/2019;18;4;2019;2018/2019
1666;S;41;PR;410465;CARAMBEÍ;30/04/2019;18;4;2019;2018/2019
1667;S;41;PR;410230;BALSA NOVA;01/05/2019;18;5;2019;2018/2019
1668;S;41;PR;410490;CASTRO;02/05/2019;18;5;2019;2018/2019
1669;S;41;PR;410490;CASTRO;02/05/2019;18;5;2019;2018/2019
1670;S;41;PR;411200;JAGUARIAÍVA;02/05/2019;18;5;2019;2018/2019
1671;S;42;SC;420910;JOINVILLE;04/05/2019;18;5;2019;2018/2019
1672;S;41;PR;410490;CASTRO;06/05/2019;19;5;2019;2018/2019
1673;S;41;PR;410490;CASTRO;06/05/2019;19;5;2019;2018/2019
1674;S;41;PR;411990;PONTA GROSSA;07/05/2019;19;5;2019;2018/2019
1675;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;10/05/2019;19;5;2019;2018/2019
1676;S;41;PR;410490;CASTRO;14/05/2019;20;5;2019;2018/2019
1677;S;41;PR;411200;JAGUARIAÍVA;14/05/2019;20;5;2019;2018/2019
1678;S;41;PR;411940;PIRAÍ DO SUL;15/05/2019;20;5;2019;2018/2019
1679;S;41;PR;410490;CASTRO;17/05/2019;20;5;2019;2018/2019
1680;S;41;PR;412750;TIBAGI;18/05/2019;20;5;2019;2018/2019
1681;S;41;PR;412750;TIBAGI;18/05/2019;20;5;2019;2018/2019
1682;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;20/05/2019;21;5;2019;2018/2019
1683;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;20/05/2019;21;5;2019;2018/2019
1684;S;41;PR;412750;TIBAGI;20/05/2019;21;5;2019;2018/2019
1685;S;41;PR;412550;SÃO JOSÉ DOS PINHAIS;21/05/2019;21;5;2019;2018/2019
1686;S;41;PR;410465;CARAMBEÍ;24/05/2019;21;5;2019;2018/2019
1687;SE;35;SP;352230;ITAPETININGA;24/05/2019;21;5;2019;2018/2019
1688;S;41;PR;410490;CASTRO;29/05/2019;22;5;2019;2018/2019
1689;S;42;SC;420750;INDAIAL;31/05/2019;22;5;2019;2018/2019
1690;S;41;PR;411940;PIRAÍ DO SUL;13/06/2019;24;6;2019;2018/2019
1691;S;41;PR;412750;TIBAGI;13/06/2019;24;6;2019;2018/2019
1692;S;41;PR;410230;BALSA NOVA;14/06/2019;24;6;2019;2018/2019
1693;S;41;PR;411940;PIRAÍ DO SUL;17/06/2019;25;6;2019;2018/2019
1694;S;41;PR;411940;PIRAÍ DO SUL;18/06/2019;25;6;2019;2018/2019
1695;S;42;SC;420890;JARAGUÁ DO SUL;21/06/2019;25;6;2019;2018/2019
1696;SE;35;SP;355385;TAQUARIVAÍ;25/06/2019;26;6;2019;2018/2019
1697;S;42;SC;420190;AURORA;27/04/2020;18;4;2020;2019/2020
1698;S;42;SC;420125;APIÚNA;29/04/2020;18;4;2020;2019/2020
1699;S;42;SC;420125;APIÚNA;20/04/2020;17;4;2020;2019/2020
1700;S;42;SC;420125;APIÚNA;07/04/2020;15;4;2020;2019/2020
1701;S;42;SC;420125;APIÚNA;14/04/2020;16;4;2020;2019/2020
1702;S;42;SC;420240;BLUMENAU;26/02/2020;9;2;2020;2019/2020
1703;S;42;SC;420750;INDAIAL;24/02/2020;9;2;2020;2019/2020
1704;S;42;SC;420240;BLUMENAU;21/01/2020;4;1;2020;2019/2020
1705;S;42;SC;420240;BLUMENAU;05/03/2020;10;3;2020;2019/2020
1706;S;42;SC;420220;BENEDITO NOVO;25/01/2020;4;1;2020;2019/2020
1707;S;42;SC;420240;BLUMENAU;01/02/2020;5;2;2020;2019/2020
1708;S;42;SC;420240;BLUMENAU;07/01/2020;2;1;2020;2019/2020
1709;S;42;SC;420220;BENEDITO NOVO;28/01/2020;5;1;2020;2019/2020
1710;S;42;SC;420590;GASPAR;27/01/2020;5;1;2020;2019/2020
1711;S;42;SC;420590;GASPAR;27/01/2020;5;1;2020;2019/2020
1712;S;42;SC;421320;POMERODE;13/01/2020;3;1;2020;2019/2020
1713;S;42;SC;420240;BLUMENAU;04/03/2020;10;3;2020;2019/2020
1714;S;42;SC;420240;BLUMENAU;31/01/2020;5;1;2020;2019/2020
1715;S;42;SC;420220;BENEDITO NOVO;25/01/2020;4;1;2020;2019/2020
1716;S;42;SC;420240;BLUMENAU;10/02/2020;7;2;2020;2019/2020
1717;S;42;SC;421820;TIMBÓ;19/01/2020;4;1;2020;2019/2020
1718;S;42;SC;420220;BENEDITO NOVO;28/01/2020;5;1;2020;2019/2020
1719;S;42;SC;421320;POMERODE;25/01/2020;4;1;2020;2019/2020
1720;S;42;SC;421320;POMERODE;29/02/2020;9;2;2020;2019/2020
1721;S;42;SC;420240;BLUMENAU;05/02/2020;6;2;2020;2019/2020
1722;S;42;SC;420240;BLUMENAU;05/02/2020;6;2;2020;2019/2020
1723;S;42;SC;421000;LUIZ ALVES;04/02/2020;6;2;2020;2019/2020
1724;S;42;SC;420240;BLUMENAU;22/01/2020;4;1;2020;2019/2020
1725;S;42;SC;421060;MASSARANDUBA;28/01/2020;5;1;2020;2019/2020
1726;S;42;SC;421320;POMERODE;30/01/2020;5;1;2020;2019/2020
1727;S;42;SC;420240;BLUMENAU;20/01/2020;4;1;2020;2019/2020
1728;S;42;SC;421320;POMERODE;21/01/2020;4;1;2020;2019/2020
1729;S;42;SC;420240;BLUMENAU;30/01/2020;5;1;2020;2019/2020
1730;S;42;SC;421320;POMERODE;31/01/2020;5;1;2020;2019/2020
1731;S;42;SC;421320;POMERODE;13/01/2020;3;1;2020;2019/2020
1732;S;42;SC;421320;POMERODE;25/01/2020;4;1;2020;2019/2020
1733;S;42;SC;420240;BLUMENAU;18/01/2020;3;1;2020;2019/2020
1734;S;42;SC;420515;DOUTOR PEDRINHO;03/03/2020;10;3;2020;2019/2020
1735;S;42;SC;420240;BLUMENAU;15/01/2020;3;1;2020;2019/2020
1736;S;42;SC;421320;POMERODE;18/01/2020;3;1;2020;2019/2020
1737;S;42;SC;420890;JARAGUÁ DO SUL;15/01/2020;3;1;2020;2019/2020
1738;S;42;SC;420890;JARAGUÁ DO SUL;31/12/2019;1;12;2019;2019/2020
1739;S;42;SC;420240;BLUMENAU;18/02/2020;8;2;2020;2019/2020
1740;S;42;SC;420240;BLUMENAU;23/02/2020;9;2;2020;2019/2020
1741;S;42;SC;420240;BLUMENAU;03/02/2020;6;2;2020;2019/2020
1742;S;42;SC;420240;BLUMENAU;28/01/2020;5;1;2020;2019/2020
1743;S;42;SC;420240;BLUMENAU;29/01/2020;5;1;2020;2019/2020
1744;S;42;SC;420240;BLUMENAU;29/01/2020;5;1;2020;2019/2020
1745;S;42;SC;420240;BLUMENAU;17/01/2020;3;1;2020;2019/2020
1746;S;42;SC;420240;BLUMENAU;20/01/2020;4;1;2020;2019/2020
1747;S;42;SC;420240;BLUMENAU;20/01/2020;4;1;2020;2019/2020
1748;S;42;SC;420240;BLUMENAU;20/01/2020;4;1;2020;2019/2020
1749;S;42;SC;420240;BLUMENAU;05/02/2020;6;2;2020;2019/2020
1750;S;42;SC;420240;BLUMENAU;02/02/2020;6;2;2020;2019/2020
1751;S;42;SC;420240;BLUMENAU;02/02/2020;6;2;2020;2019/2020
1752;S;42;SC;420910;JOINVILLE;14/07/2019;29;7;2019;2019/2020
1753;S;42;SC;421010;MAFRA;27/01/2020;5;1;2020;2019/2020
1754;S;42;SC;421500;RIO NEGRINHO;16/01/2020;3;1;2020;2019/2020
1755;S;42;SC;421580;SÃO BENTO DO SUL;10/12/2019;50;12;2019;2019/2020
1756;S;41;PR;412820;UNIÃO DA VITÓRIA;02/04/2020;14;4;2020;2019/2020
1757;S;41;PR;412820;UNIÃO DA VITÓRIA;15/03/2020;12;3;2020;2019/2020
1758;S;42;SC;421580;SÃO BENTO DO SUL;13/01/2020;3;1;2020;2019/2020
1759;S;41;PR;411860;PAULA FREITAS;09/04/2020;15;4;2020;2019/2020
1760;S;41;PR;411860;PAULA FREITAS;09/04/2020;15;4;2020;2019/2020
1761;S;42;SC;421580;SÃO BENTO DO SUL;16/01/2020;3;1;2020;2019/2020
1762;S;42;SC;421580;SÃO BENTO DO SUL;17/01/2020;3;1;2020;2019/2020
1763;S;42;SC;421500;RIO NEGRINHO;02/02/2020;6;2;2020;2019/2020
1764;S;41;PR;412030;PORTO VITÓRIA;07/04/2020;15;4;2020;2019/2020
1765;S;41;PR;412820;UNIÃO DA VITÓRIA;10/02/2020;7;2;2020;2019/2020
1766;S;41;PR;412560;SÃO MATEUS DO SUL;10/02/2020;7;2;2020;2019/2020
1767;S;41;PR;412030;PORTO VITÓRIA;27/04/2020;18;4;2020;2019/2020
1768;S;41;PR;412030;PORTO VITÓRIA;27/04/2020;18;4;2020;2019/2020
1769;S;41;PR;412030;PORTO VITÓRIA;27/04/2020;18;4;2020;2019/2020
1770;S;41;PR;412030;PORTO VITÓRIA;27/04/2020;18;4;2020;2019/2020
1771;S;41;PR;411860;PAULA FREITAS;19/03/2020;12;3;2020;2019/2020
1772;S;42;SC;420330;CAMPO ALEGRE;24/01/2020;4;1;2020;2019/2020
1773;S;42;SC;421580;SÃO BENTO DO SUL;27/01/2020;5;1;2020;2019/2020
1774;S;42;SC;421580;SÃO BENTO DO SUL;27/01/2020;5;1;2020;2019/2020
1775;S;42;SC;421580;SÃO BENTO DO SUL;27/01/2020;5;1;2020;2019/2020
1776;S;42;SC;420330;CAMPO ALEGRE;21/01/2020;4;1;2020;2019/2020
1777;S;42;SC;421580;SÃO BENTO DO SUL;27/01/2020;5;1;2020;2019/2020
1778;S;42;SC;420330;CAMPO ALEGRE;27/01/2020;5;1;2020;2019/2020
1779;S;41;PR;410290;BITURUNA;11/04/2020;15;4;2020;2019/2020
1780;S;41;PR;410290;BITURUNA;11/04/2020;15;4;2020;2019/2020
1781;S;41;PR;410290;BITURUNA;11/04/2020;15;4;2020;2019/2020
1782;S;41;PR;410290;BITURUNA;11/04/2020;15;4;2020;2019/2020
1783;S;42;SC;421010;MAFRA;24/01/2020;4;1;2020;2019/2020
1784;S;42;SC;420330;CAMPO ALEGRE;01/02/2020;5;2;2020;2019/2020
1785;S;42;SC;420330;CAMPO ALEGRE;24/01/2020;4;1;2020;2019/2020
1786;S;41;PR;410290;BITURUNA;11/02/2020;7;2;2020;2019/2020
1787;S;41;PR;410290;BITURUNA;11/02/2020;7;2;2020;2019/2020
1788;S;41;PR;410290;BITURUNA;11/02/2020;7;2;2020;2019/2020
1789;S;41;PR;410290;BITURUNA;11/02/2020;7;2;2020;2019/2020
1790;S;41;pr;410290;BITURUNA;11/02/2020;7;2;2020;2019/2020
1791;S;41;PR;410290;BITURUNA;11/02/2020;7;2;2020;2019/2020
1792;S;42;SC;420330;CAMPO ALEGRE;30/01/2020;5;1;2020;2019/2020
1793;S;41;PR;411860;PAULA FREITAS;07/03/2020;10;3;2020;2019/2020
1794;S;42;SC;420330;CAMPO ALEGRE;28/01/2020;5;1;2020;2019/2020
1795;S;41;PR;411860;PAULA FREITAS;07/03/2020;10;3;2020;2019/2020
1796;S;41;PR;411860;PAULA FREITAS;07/03/2020;10;3;2020;2019/2020
1797;S;41;PR;411910;PIÊN;01/04/2020;14;4;2020;2019/2020
1798;S;41;PR;411910;PIÊN;07/02/2020;6;2;2020;2019/2020
1799;S;41;PR;411910;PIÊN;11/02/2020;7;2;2020;2019/2020
1800;S;42;SC;420330;CAMPO ALEGRE;24/01/2020;4;1;2020;2019/2020
1801;S;41;PR;411910;PIÊN;06/02/2020;6;2;2020;2019/2020
1802;S;42;SC;420330;CAMPO ALEGRE;29/01/2020;5;1;2020;2019/2020
1803;S;42;SC;420330;CAMPO ALEGRE;31/01/2020;5;1;2020;2019/2020
1804;S;41;PR;411910;PIÊN;25/01/2020;4;1;2020;2019/2020
1805;S;41;PR;411910;PIÊN;31/01/2020;5;1;2020;2019/2020
1806;S;41;PR;411910;PIÊN;15/01/2020;3;1;2020;2019/2020
1807;S;41;PR;411910;PIÊN;15/01/2020;3;1;2020;2019/2020
1808;S;41;PR;410290;BITURUNA;03/05/2020;19;5;2020;2019/2020
1809;S;41;PR;411860;PAULA FREITAS;19/02/2020;8;2;2020;2019/2020
1810;S;42;SC;420330;CAMPO ALEGRE;17/01/2020;3;1;2020;2019/2020
1811;S;42;SC;420330;CAMPO ALEGRE;30/01/2020;5;1;2020;2019/2020
1812;S;42;SC;420330;CAMPO ALEGRE;23/01/2020;4;1;2020;2019/2020
1813;S;41;PR;410680;CRUZ MACHADO;06/04/2020;15;4;2020;2019/2020
1814;S;41;PR;411910;PIÊN;03/02/2020;6;2;2020;2019/2020
1815;S;41;PR;411910;PIÊN;03/02/2020;6;2;2020;2019/2020
1816;S;41;PR;412560;SÃO MATEUS DO SUL;21/02/2020;8;2;2020;2019/2020
1817;S;41;PR;411440;MANGUEIRINHA;30/04/2020;18;4;2020;2019/2020
1818;S;41;PR;411870;PAULO FRONTIN;17/02/2020;8;2;2020;2019/2020
1819;S;41;PR;412820;UNIÃO DA VITÓRIA;30/04/2020;18;4;2020;2019/2020
1820;S;41;PR;412560;SÃO MATEUS DO SUL;28/02/2020;9;2;2020;2019/2020
1821;S;41;PR;410680;CRUZ MACHADO;29/02/2020;9;2;2020;2019/2020
1822;S;41;PR;411910;PIÊN;06/03/2020;10;3;2020;2019/2020
1823;S;41;PR;411910;PIÊN;06/02/2020;6;2;2020;2019/2020
1824;S;41;PR;411910;PIÊN;06/03/2020;10;3;2020;2019/2020
1825;S;41;PR;411870;PAULO FRONTIN;13/02/2020;7;2;2020;2019/2020
1826;S;41;PR;412560;SÃO MATEUS DO SUL;17/02/2020;8;2;2020;2019/2020
1827;S;41;PR;412560;SÃO MATEUS DO SUL;04/04/2020;14;4;2020;2019/2020
1828;S;41;PR;410680;CRUZ MACHADO;20/04/2020;17;4;2020;2019/2020
1829;S;41;PR;411870;PAULO FRONTIN;12/02/2020;7;2;2020;2019/2020
1830;S;41;PR;411910;PIÊN;28/01/2020;5;1;2020;2019/2020
1831;S;41;PR;410130;ANTÔNIO OLINTO;12/03/2020;11;3;2020;2019/2020
1832;S;41;PR;411870;PAULO FRONTIN;06/02/2020;6;2;2020;2019/2020
1833;S;41;PR;411870;PAULO FRONTIN;06/02/2020;6;2;2020;2019/2020
1834;S;41;PR;411870;PAULO FRONTIN;06/02/2020;6;2;2020;2019/2020
1835;S;41;PR;411870;PAULO FRONTIN;06/02/2020;6;2;2020;2019/2020
1836;S;41;PR;410130;ANTÔNIO OLINTO;05/03/2020;10;3;2020;2019/2020
1837;S;41;PR;410130;ANTÔNIO OLINTO;05/03/2020;10;3;2020;2019/2020
1838;S;41;PR;410130;ANTÔNIO OLINTO;17/02/2020;8;2;2020;2019/2020
1839;S;41;PR;410290;BITURUNA;27/02/2020;9;2;2020;2019/2020
1840;S;41;PR;410130;ANTÔNIO OLINTO;06/02/2020;6;2;2020;2019/2020
1841;S;41;PR;410130;ANTÔNIO OLINTO;05/02/2020;6;2;2020;2019/2020
1842;S;41;PR;410130;ANTÔNIO OLINTO;29/01/2020;5;1;2020;2019/2020
1843;S;41;PR;412560;SÃO MATEUS DO SUL;06/02/2020;6;2;2020;2019/2020
1844;S;41;PR;410680;CRUZ MACHADO;11/04/2020;15;4;2020;2019/2020
1845;S;41;PR;412560;SÃO MATEUS DO SUL;06/02/2020;6;2;2020;2019/2020
1846;S;41;PR;412560;SÃO MATEUS DO SUL;25/01/2020;4;1;2020;2019/2020
1847;S;41;PR;412560;SÃO MATEUS DO SUL;13/02/2020;7;2;2020;2019/2020
1848;S;41;PR;412560;SÃO MATEUS DO SUL;13/02/2020;7;2;2020;2019/2020
1849;S;41;PR;411390;MALLET;16/01/2020;3;1;2020;2019/2020
1850;S;41;PR;411870;PAULO FRONTIN;20/01/2020;4;1;2020;2019/2020
1851;S;41;PR;411870;PAULO FRONTIN;20/01/2020;4;1;2020;2019/2020
1852;S;41;PR;411870;PAULO FRONTIN;20/01/2020;4;1;2020;2019/2020
1853;S;41;PR;412560;SÃO MATEUS DO SUL;21/02/2020;8;2;2020;2019/2020
1854;S;41;PR;410130;ANTÔNIO OLINTO;24/02/2020;9;2;2020;2019/2020
1855;S;41;PR;412560;SÃO MATEUS DO SUL;10/02/2020;7;2;2020;2019/2020
1856;S;41;PR;410130;ANTÔNIO OLINTO;18/02/2020;8;2;2020;2019/2020
1857;S;41;PR;412560;SÃO MATEUS DO SUL;01/02/2020;5;2;2020;2019/2020
1858;S;41;PR;410130;ANTÔNIO OLINTO;23/01/2020;4;1;2020;2019/2020
1859;S;41;PR;411870;PAULO FRONTIN;09/02/2020;7;2;2020;2019/2020
1860;S;41;PR;412560;SÃO MATEUS DO SUL;09/02/2020;7;2;2020;2019/2020
1861;S;41;PR;412560;SÃO MATEUS DO SUL;17/02/2020;8;2;2020;2019/2020
1862;S;41;PR;412560;SÃO MATEUS DO SUL;09/02/2020;7;2;2020;2019/2020
1863;S;41;PR;412560;SÃO MATEUS DO SUL;09/02/2020;7;2;2020;2019/2020
1864;S;41;PR;412560;SÃO MATEUS DO SUL;09/02/2020;7;2;2020;2019/2020
1865;S;41;PR;410130;ANTÔNIO OLINTO;03/02/2020;6;2;2020;2019/2020
